product,total_qty,revenue
Eldon Econocleat Chair Mats for Low Pile Carpets,8,331.76
Bulldog Vacuum Base Pencil Sharpener,31,330.924
SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,31,329.9460000000001
Xerox 1979,11,328.388
Multimedia Mailers,2,325.86
KeyTronic E03601U1 - Keyboard - Beige,18,324.0
RCA ViSYS 25425RE1 Corded phone,3,323.97600000000006
Sauder Cornerstone Collection Library,14,322.192
Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,20,321.84599999999995
Personal Creations Ink Jet Cards and Labels,28,321.44
"White Envelopes, White Envelopes with Clear Poly Window",22,320.25
Konica Minolta magicolor 1690MF Multifunction Printer,8,319.92
X-Rack File for Hanging Folders,30,318.378
"Rogers Jumbo File, Granite",24,317.77200000000005
"Seth Thomas 13 1/2"" Wall Clock",20,316.48400000000004
"Executive Impressions 13"" Clairmont Wall Clock",20,315.372
"Avery Trapezoid Extra Heavy Duty 4"" Binders",15,314.54999999999995
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",31,310.206
"Executive Impressions 14"" Two-Color Numerals Wall Clock",16,308.99199999999996
Recycled Easel Ring Binders,35,308.844
Fiskars Softgrip Scissors,28,307.44
Acme Box Cutter Scissors,31,306.90000000000003
3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,14,303.36
Eldon Fold 'N Roll Cart System,24,301.968
Eldon Shelf Savers Cubes and Bins,45,300.14000000000004
Lexmark S315 Color Inkjet Printer,5,299.97
Tensor Track Tree Floor Lamp,17,299.84999999999997
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,9,299.20799999999997
Memorex Micro Travel Drive 8 GB,26,299.0
Coloredge Poster Frame,21,298.2
Boston Home & Office Model 2000 Electric Pencil Sharpeners,13,297.98999999999995
Maxell DVD-RAM Discs,18,296.64
"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",29,296.184
Xerox 1933,24,294.71999999999997
Stanley Contemporary Battery Pencil Sharpeners,24,293.7
Micropad Numeric Keypads,15,291.8539999999999
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",15,291.45599999999996
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,31,289.45599999999996
Peel-Off China Markers,31,287.96999999999997
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",39,287.8679999999999
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",37,286.672
OtterBox Commuter Series Case - iPhone 5 & 5s,16,285.87
"Fellowes Personal Hanging Folder Files, Navy",24,284.716
Embossed Ink Jet Note Cards,15,284.382
"Iris 3-Drawer Stacking Bin, Black",16,284.104
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",37,281.892
Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,6,281.658
Xerox 1898,46,280.56
Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,14,280.0
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",4,279.96
Macally Suction Cup Mount,26,279.63
Westinghouse Clip-On Gooseneck Lamps,38,279.558
Acme Forged Steel Scissors with Black Enamel Handles,32,279.3
"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",22,279.18
Storex Dura Pro Binders,71,278.586
Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,4,277.92
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",28,277.37999999999994
Large Capacity Hanging Post Binders,22,276.945
"Neat Ideas Personal Hanging Folder Files, Black",22,276.658
HP Standard 104 key PS/2 Keyboard,20,275.5
Stanley Bostitch Contemporary Electric Pencil Sharpeners,19,275.076
Staple magnet,33,272.892
Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,11,272.88800000000003
Fellowes Binding Cases,31,271.43999999999994
Advantus Panel Wall Certificate Holder - 8.5x11,23,270.84000000000003
Adjustable Personal File Tote,18,270.24800000000005
Plastic Binding Combs,23,269.67
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",35,269.39399999999995
"GBC White Gloss Covers, Plain Front",31,269.32800000000003
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",30,268.5
Xerox 1938,7,268.24
Eldon Wave Desk Accessories,61,266.72999999999996
Avery 475,18,266.40000000000003
Belkin F9S820V06 8 Outlet Surge,17,266.33599999999996
Belkin Standard 104 key USB Keyboard,21,265.538
Ultra Door Pull Handle,27,265.104
Maxell 4.7GB DVD+RW 3/Pack,17,264.438
"Peel & Seel Recycled Catalog Envelopes, Brown",26,264.024
Newell 324,23,263.34000000000003
Staple remover,61,263.0880000000001
"Southworth 100% Résumé Paper, 24lb.",35,262.964
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",20,262.75199999999995
File Shuttle I and Handi-File,13,262.668
Belkin 6 Outlet Metallic Surge Strip,29,262.449
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",28,261.59999999999997
Hand-Finished Solid Wood Document Frame,8,260.148
3M Office Air Cleaner,10,259.8
Desktop 3-Pocket Hot File,5,259.68
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",12,259.092
"Executive Impressions 10"" Spectator Wall Clock",22,258.72
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",51,258.72
Avery Legal 4-Ring Binder,16,258.05400000000003
Mediabridge Sport Armband iPhone 5s,30,257.742
GBC Poly Designer Binding Covers,18,256.12199999999996
Berol Giant Pencil Sharpener,17,254.84999999999997
"Executive Impressions 13"" Chairman Wall Clock",11,253.8
"Linden 10"" Round Wall Clock, Black",21,253.648
Apple EarPods with Remote and Mic,10,251.90999999999997
Magnifier Swing Arm Lamp,12,251.76000000000002
Sony 32GB Class 10 Micro SDHC R40 Memory Card,12,251.4
Hanging Personal Folder File,17,251.2
Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,18,250.92
Avery 473,24,248.4
Belkin OmniView SE Rackmount Kit,7,248.35999999999999
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",12,248.29199999999997
Nu-Dell Leatherette Frames,18,246.64800000000002
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",28,246.58199999999997
Strathmore Photo Mount Cards,38,245.43599999999998
SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,12,245.088
Xerox 1890,5,244.7
Brown Kraft Recycled Envelopes,15,244.512
Aluminum Document Frame,22,244.40000000000003
Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,10,244.288
GBC Imprintable Covers,36,241.56000000000003
Quality Park Security Envelopes,11,240.76400000000004
RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,3,239.96999999999997
Logitech M510 Wireless Mouse,7,239.94
"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",21,239.84
Holmes HEPA Air Purifier,14,239.58000000000004
"Avery Flip-Chart Easel Binder, Black",17,239.466
Xerox 216,42,238.46400000000003
Wilson Jones Leather-Like Binders with DublLock Round Rings,46,238.32899999999998
Xerox 1982,12,237.53600000000003
Martin-Yale Premier Letter Opener,20,236.99200000000002
Recycled Eldon Regeneration Jumbo File,20,235.776
Avery 50,20,235.564
Acco D-Ring Binder w/DublLock,31,235.18
DAX Two-Tone Silver Metal Document Frame,13,234.784
Newell 312,49,234.76799999999997
Spigen Samsung Galaxy S5 Case Wallet,15,234.462
Panasonic KP-4ABK Battery-Operated Pencil Sharpener,16,234.24
"Maxell 74 Minute CDR, 10/Pack",26,232.764
Petty Cash Envelope,10,231.856
"Tenex Personal Self-Stacking Standard File Box, Black/Gray",15,229.976
Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,28,229.886
Dixon Ticonderoga Core-Lock Colored Pencils,28,229.572
Advantus Motivational Note Cards,20,227.94
"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",33,227.04
Iris Project Case,30,225.03600000000003
Advantus Plastic Paper Clips,47,225.0
Cisco 8961 IP Phone Charcoal,3,224.93700000000004
Portable Personal File Box,19,224.66400000000002
iOttie XL Car Mount,14,223.88799999999998
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",28,223.44
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",31,219.78
"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",14,218.416
"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",34,218.094
Avery Non-Stick Binders,71,217.316
"Fiskars 8"" Scissors, 2/Pack",14,217.22399999999996
ARKON Windshield Dashboard Air Vent Car Mount Holder,14,216.95999999999998
3M Polarizing Light Filter Sleeves,14,216.33999999999997
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",25,216.14400000000003
iOttie HLCRIO102 Car Mount,12,215.89199999999997
Xerox 214,37,215.13600000000002
DXL Angle-View Binders with Locking Rings by Samsill,35,215.109
Cisco SPA 501G IP Phone,3,213.48000000000002
Xerox 188,20,213.19199999999998
GBC Wire Binding Strips,14,212.658
Wilson Jones Turn Tabs Binder Tool for Ring Binders,59,212.08
Standard Line “While You Were Out” Hardbound Telephone Message Book,11,211.00799999999998
"Seth Thomas 8 1/2"" Cubicle Clock",11,210.912
Xerox 1931,36,209.95200000000006
"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",7,209.664
SANFORD Major Accent Highlighters,30,209.568
Cardinal EasyOpen D-Ring Binders,40,209.30600000000004
Ibico Plastic and Wire Spiral Binding Combs,41,208.221
Acco Perma 2700 Stacking Storage Drawers,8,208.18
Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,11,207.89600000000002
GBC Linen Binding Covers,18,207.56600000000003
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,1,207.18400000000003
Epson Perfection V600 Photo Scanner,3,206.99100000000004
JM Magazine Binder,18,204.72400000000005
Texas Instruments TI-34 Scientific Calculator,12,204.50699999999998
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",18,203.94
Kingston Digital DataTraveler 64GB USB 2.0,6,202.68
Pyle PRT45 Retro Home Telephone,4,201.568
Fellowes Desktop Hanging File Manager,15,201.45000000000002
Xerox 1912,11,201.082
Southworth 25% Cotton Antique Laid Paper & Envelopes,26,200.16
PayAnywhere Card Reader,25,199.80000000000004
Bionaire 99.97% HEPA Air Cleaner,16,199.72799999999998
Laser & Ink Jet Business Envelopes,20,198.462
Eldon 500 Class Desk Accessories,17,197.948
"Angle-D Binders with Locking Rings, Label Holders",42,197.82999999999998
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",10,197.82
Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,9,197.82
"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",27,197.802
"Eureka Hand Vacuum, Bagless",4,197.72
"Alliance Super-Size Bands, Assorted Sizes",27,197.61200000000002
Avery Recycled Flexi-View Covers for Binding Systems,32,197.16900000000004
Xerox 225,33,196.99200000000002
"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",21,196.98000000000002
Newell 309,20,196.35000000000002
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",17,196.24800000000002
Acme Tagit Stainless Steel Antibacterial Scissors,22,196.02
Acme Galleria Hot Forged Steel Scissors with Colored Handles,13,195.052
"Career Cubicle Clock, 8 1/4"", Black",10,194.68800000000002
Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,20,194.544
Contemporary Wood/Metal Frame,18,193.92000000000002
Project Tote Personal File,15,193.614
"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",47,191.97999999999996
Computer Printout Paper with Letter-Trim Fine Perforations,4,191.6
Xerox 1895,33,191.36
Avery Premier Heavy-Duty Binder with Round Locking Rings,21,191.352
Sony 16GB Class 10 Micro SDHC R40 Memory Card,16,190.77200000000002
Gear Head AU3700S Headset,16,189.65400000000002
Speck Products Candyshell Flip Case,8,188.946
Xerox 209,29,187.92
White GlueTop Scratch Pads,14,186.49599999999998
"Wirebound Message Book, 4 per Page",35,184.62
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",30,184.53600000000003
GBC Wire Binding Combs,26,184.05200000000002
Ibico Covers for Plastic or Wire Binding Elements,20,184.0
"Eldon Expressions Wood Desk Accessories, Oak",33,183.024
Xerox 1955,10,182.72000000000003
"Fellowes Twister Kit, Gray/Clear, 3/pkg",42,182.50799999999998
Deluxe Chalkboard Eraser Cleaner,17,182.49
"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",19,181.45600000000002
"Fellowes Smart Surge Ten-Outlet Protector, Platinum",3,180.66
"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33,180.596
"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",4,180.46
"Eldon Image Series Desk Accessories, Ebony",18,180.31
Okidata B401 Printer,3,179.99100000000004
Super Decoflex Portable Personal File,13,179.76
"Elite 5"" Scissors",24,179.14
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",37,179.01399999999998
Xerox 1997,30,178.84800000000004
Xerox 1892,5,178.296
Personal File Boxes with Fold-Down Carry Handle,12,177.612
Avery 490,13,177.60000000000002
"Master Caster Door Stop, Brown",38,176.78400000000002
Heavy-Duty E-Z-D Binders,29,176.74200000000002
"Executive Impressions 12"" Wall Clock",14,176.70000000000005
Crate-A-Files,18,176.58
Avery 499,40,176.292
"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",13,176.288
Xerox 1996,28,176.25600000000003
"DAX Value U-Channel Document Frames, Easel Back",36,175.938
Tenex Chairmats For Use With Carpeted Floors,11,175.78
Griffin GC36547 PowerJolt SE Lightning Charger,10,175.422
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",37,175.388
Wilson Jones International Size A4 Ring Binders,18,174.73000000000002
Xerox 1978,34,174.556
Logitech Keyboard K120,12,174.24
Square Credit Card Reader,22,173.82600000000002
BIC Liqua Brite Liner,27,173.50000000000003
GBC Plastic Binding Combs,30,172.692
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",32,172.67199999999997
Lumber Crayons,19,171.39
4009 Highlighters by Sanford,44,171.14
"DAX Copper Panel Document Frame, 5 x 7 Size",18,171.088
Xerox 202,28,171.07200000000003
Boston 1730 StandUp Electric Pencil Sharpener,8,171.04
Avery Heavy-Duty EZD View Binder with Locking Rings,41,170.98400000000004
Logitech Illuminated Ultrathin Keyboard with Backlighting,3,170.97
Euro Pro Shark Stick Mini Vacuum,11,170.74399999999997
Nu-Dell Float Frame 11 x 14 1/2,22,170.62
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),32,169.83200000000002
Xerox 1894,27,169.776
Xerox 1973,8,169.01600000000002
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,13,168.84
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",23,168.744
Hoover Commercial SteamVac,14,168.392
Avery 486,24,168.13
"Westinghouse Floor Lamp with Metal Mesh Shade, Black",7,167.92999999999998
Southworth 25% Cotton Linen-Finish Paper & Envelopes,20,166.704
Acme Softgrip Scissors,23,166.056
Xerox 1968,26,165.664
GBC Instant Report Kit,50,164.98499999999999
Xerox 195,27,164.32799999999997
Security-Tint Envelopes,23,163.49599999999998
"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",15,163.33200000000002
"DAX Metal Frame, Desktop, Stepped-Edge",11,161.92000000000002
"It's Hot Message Books with Stickers, 2 3/4"" x 5""",25,161.32000000000002
"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",23,160.54
"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",19,160.336
RCA ViSYS 25423RE1 Corded phone,2,159.984
Acme Office Executive Series Stainless Steel Trimmers,21,159.40200000000004
Avery 489,16,159.39
DAX Wood Document Frame.,16,159.268
"Eldon 400 Class Desk Accessories, Black Carbon",22,159.25
"Ultra Door Kickplate, 8""H x 34""W",10,158.24
Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,5,157.92
GBC Personal VeloBind Strips,27,156.93800000000002
Artistic Insta-Plaque,10,156.8
Xerox 1936,9,155.844
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",20,155.70800000000003
Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),25,155.52
"Eldon Stackable Tray, Side-Load, Legal, Smoke",17,155.38
Avery 503,15,155.25
Xerox 1918,4,155.04
Imation 30456 USB Flash Drive 8GB,23,154.56000000000003
"Master Caster Door Stop, Large Neon Orange",27,154.336
"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",29,153.72
Self-Adhesive Address Labels for Typewriters by Universal,23,153.51
"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",18,152.144
"Master Big Foot Doorstop, Beige",30,152.06400000000002
Nu-Dell Oak Frame,16,151.656
Xerox 217,25,151.632
Southworth 100% Cotton The Best Paper,15,151.536
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",12,151.062
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",14,150.67000000000002
Xerox 205,24,150.336
Acco 6 Outlet Guardian Standard Surge Suppressor,15,149.916
Xerox 1948,15,149.85000000000002
"Eldon Expressions Wood and Plastic Desk Accessories, Oak",15,149.70000000000002
Sanford Liquid Accent Highlighters,24,149.63199999999998
Ultra Door Push Plate,34,149.264
KeyTronic KT400U2 - Keyboard - Black,15,148.03199999999998
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,9,147.926
Xerox 1993,24,147.744
Kensington 6 Outlet SmartSocket Surge Protector,6,147.528
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",9,147.26
"ACCOHIDE 3-Ring Binder, Blue, 1""",44,147.02800000000002
"GBC Laser Imprintable Binding System Covers, Desert Sand",17,146.981
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",21,146.688
Maxell 4.7GB DVD-RW 3/Pack,10,146.55599999999998
Xerox 1905,23,146.448
Tensor Brushed Steel Torchiere Floor Lamp,10,146.11399999999998
Newell 315,25,145.912
"Personal Folder Holder, Ebony",14,145.73000000000002
"DAX Cubicle Frames, 8-1/2 x 11",17,145.69
Xerox 220,25,145.152
Astroparche Fine Business Paper,29,144.672
Telescoping Adjustable Floor Lamp,10,143.928
Xerox 203,24,143.85600000000002
"Wilson Jones Hanging View Binder, White, 1""",23,143.42
Avery Self-Adhesive Photo Pockets for Polaroid Photos,41,143.01
Xerox 192,22,142.56000000000003
Flexible Leather- Look Classic Collection Ring Binder,13,142.05
Ibico Recycled Grain-Textured Covers,8,141.614
Xerox 212,25,141.264
Xerox 23,23,141.264
"Eberhard Faber 3 1/2"" Golf Pencils",20,139.87199999999999
"OIC Colored Binder Clips, Assorted Sizes",44,139.62
"Advantus Push Pins, Aluminum Head",24,139.44
Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),30,139.392
Xerox 1903,24,138.73600000000002
Xerox 1930,24,138.67200000000003
Things To Do Today Pad,26,138.53199999999998
50 Colored Long Pencils,14,138.176
"Eldon 200 Class Desk Accessories, Smoke",22,138.16
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",27,137.808
Acco 3-Hole Punch,36,137.532
Xerox 2,25,137.37600000000003
GBC Binding covers,11,137.26999999999998
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,31,137.17
Avery 476,37,137.11600000000004
Riverleaf Stik-Withit Designer Note Cubes,15,136.816
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",41,136.728
"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",2,136.46400000000003
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",15,136.44
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",28,136.34400000000002
Xerox 1947,25,136.34400000000002
Stiletto Hand Letter Openers,17,136.32
Memorex Froggy Flash Drive 4 GB,14,136.27599999999998
Avery Metallic Poly Binders,31,135.801
"Eldon 200 Class Desk Accessories, Burgundy",25,135.64800000000002
Xerox 222,22,134.78400000000002
Wilson Jones Impact Binders,42,134.68
Fellowes Presentation Covers for Comb Binding Machines,14,133.86
Xerox 1959,21,133.6
Eldon 200 Class Desk Accessories,22,133.136
OtterBox Defender Series Case - iPhone 5c,5,133.128
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",24,132.888
Hewlett-Packard 300S Scientific Calculator,10,131.1
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",45,131.097
Xerox 1977,20,130.928
Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),24,129.168
Harmony HEPA Quiet Air Purifiers,12,128.7
OIC Binder Clips,38,128.164
Newell 325,34,128.03
PowerGen Dual USB Car Charger,14,127.87200000000003
Newell 347,32,127.54400000000001
Xerox 230,21,127.00800000000002
KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,13,126.36000000000001
"Wirebound Service Call Books, 5 1/2"" x 4""",13,125.84
DAX Cubicle Frames - 8x10,26,125.786
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",13,125.17200000000001
Dell Slim USB Multimedia Keyboard,5,125.0
"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",20,124.8
Deflect-O Glasstique Clear Desk Accessories,17,124.74
Xerox 1928,26,124.608
"DXL Angle-View Binders with Locking Rings, Black",26,124.59200000000001
"6"" Cubicle Wall Clock, Black",19,124.586
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,4,124.488
Xerox 21,24,124.41600000000003
Avery Hi-Liter Smear-Safe Highlighters,24,123.80799999999999
"BIC Brite Liner Highlighters, Chisel Tip",21,123.12
VariCap6 Expandable Binder,10,122.83000000000001
Xerox 1907,10,122.8
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",28,122.18
Xerox 1995,22,121.82400000000003
"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",6,121.392
Avery 519,18,121.346
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",13,121.296
Crayola Colored Pencils,40,120.70400000000001
Xerox 227,22,120.52800000000002
Xerox 232,19,120.528
"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",22,119.97
Cardinal Slant-D Ring Binders,17,119.922
"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",1,119.83299999999998
DAX Clear Channel Poster Frame,10,119.55600000000001
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,11,119.508
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19,119.21
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",29,118.72
Newell 314,24,118.29599999999999
"Wilson Jones 1"" Hanging DublLock Ring Binders",46,117.744
"SlimView Poly Binder, 3/8""",40,117.58599999999998
"Electrix Incandescent Magnifying Lamp, Black",5,117.28
Strathmore Photo Frame Cards,16,116.96000000000001
Avery Hole Reinforcements,32,116.50100000000002
"Avery Durable Plastic 1"" Binders",34,116.22400000000002
"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",26,115.43399999999998
Avery Printable Repositionable Plastic Tabs,16,115.24
Longer-Life Soft White Bulbs,44,115.19199999999998
Wilson Jones Active Use Binders,21,115.02400000000002
Xerox 1949,28,114.54
Xerox 1971,28,113.84800000000001
Avery File Folder Labels,44,113.472
DAX Solid Wood Frames,13,113.332
Akro-Mils 12-Gallon Tote,13,113.202
Pressboard Hanging Data Binders for Unburst Sheets,48,112.668
Xerox 213,18,111.45600000000002
"Eldon Image Series Desk Accessories, Burgundy",31,111.18799999999999
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",27,110.75999999999999
SpineVue Locking Slant-D Ring Binders by Cardinal,22,110.594
Avery Heavy-Duty EZD  Binder With Locking Rings,28,110.48400000000001
Self-Adhesive Removable Labels,35,110.25
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19,110.16000000000003
Xerox 201,19,110.16000000000003
Xerox 204,17,110.16
Recycled Premium Regency Composition Covers,9,110.016
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",17,110.01599999999999
Avery 516,15,109.65
"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",15,109.584
Xerox 1962,28,109.56800000000001
Dana Swing-Arm Lamps,15,108.93599999999998
#10 Self-Seal White Envelopes,10,108.68199999999999
GBC Standard Plastic Binding Systems' Combs,30,108.644
"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",17,108.41600000000001
"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",15,108.08
3M Hangers With Command Adhesive,33,108.04000000000002
Micro Innovations Wireless Classic Keyboard with Mouse,4,107.964
SanDisk Cruzer 16 GB USB Flash Drive,10,107.912
"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",25,106.72200000000001
Avery 518,35,106.47000000000001
HP Office Recycled Paper (20Lb. and 87 Bright),19,106.352
"Array Parchment Paper, Assorted Colors",15,106.28800000000001
Belkin 7-Outlet SurgeMaster Home Series,10,106.17200000000001
Avery Hanging File Binders,26,105.84600000000002
Xerox 1900,26,105.28800000000001
Rosewill 107 Normal Keys USB Wired Standard Keyboard,9,105.144
Xerox 211,19,104.97600000000001
Samsung Replacement EH64AVFWE Premium Headset,21,104.5
Memorex Micro Travel Drive 4 GB,11,103.88
Avery Personal Creations Heavyweight Cards,11,103.85999999999999
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",44,102.619
Boston 16765 Mini Stand Up Battery Pencil Sharpener,10,102.608
"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",13,102.492
Fellowes Black Plastic Comb Bindings,34,102.256
Acme Titanium Bonded Scissors,13,102.0
Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,2,101.99400000000001
"Linden 12"" Wall Clock With Oak Frame",3,101.94
Xerox 1970,22,101.592
Zebra Zazzle Fluorescent Highlighters,20,100.92800000000001
Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,22,100.91999999999999
Cardinal Holdit Data Disk Pockets,16,100.464
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,23,100.392
Prang Drawing Pencil Set,39,100.08000000000001
Xerox Blank Computer Paper,5,99.9
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",19,99.80000000000001
Pressboard Data Binders by Wilson Jones,27,99.32400000000001
Portfile Personal File Boxes,7,99.12
"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",17,99.06
"GE 4 Foot Flourescent Tube, 40 Watt",7,98.86800000000001
Xerox 1999,17,98.49600000000002
Eldon Executive Woodline II Cherry Finish Desk Accessories,6,98.13600000000001
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",8,97.81200000000001
Fiskars Home & Office Scissors,11,97.68
Xerox 1952,20,97.608
Xerox 219,15,97.20000000000002
Xerox 228,15,97.20000000000002
Avery 495,16,97.02
Newell 341,23,96.72800000000001
Wilson Jones Standard D-Ring Binders,26,96.64600000000002
Sabrent 4-Port USB 2.0 Hub,15,96.418
